类别,校验项,数值,单位,结论
费用调参,2025-11-13/短窗集中,50322.069191,元,完整日因果回放；次日起可用
费用调参,2025-11-13/均衡重采样,54182.815613,元,完整日因果回放；次日起可用
费用调参,2025-11-13/长窗宽核,63405.182022,元,完整日因果回放；次日起可用
费用调参,2025-11-14/短窗集中,20906.233087,元,完整日因果回放；次日起可用
费用调参,2025-11-14/均衡重采样,23304.202886,元,完整日因果回放；次日起可用
费用调参,2025-11-14/长窗宽核,24711.330163,元,完整日因果回放；次日起可用
费用调参,2025-11-15/短窗集中,19982.845017,元,完整日因果回放；次日起可用
费用调参,2025-11-15/均衡重采样,21594.026573,元,完整日因果回放；次日起可用
费用调参,2025-11-15/长窗宽核,27699.903453,元,完整日因果回放；次日起可用
费用调参,2025-11-16/短窗集中,54509.568541,元,完整日因果回放；次日起可用
费用调参,2025-11-16/均衡重采样,59006.170261,元,完整日因果回放；次日起可用
费用调参,2025-11-16/长窗宽核,69466.662494,元,完整日因果回放；次日起可用
费用调参,2025-11-17/短窗集中,50607.752511,元,完整日因果回放；次日起可用
费用调参,2025-11-17/均衡重采样,57531.808372,元,完整日因果回放；次日起可用
费用调参,2025-11-17/长窗宽核,66947.624404,元,完整日因果回放；次日起可用
费用调参,2025-11-18/短窗集中,52218.808476,元,完整日因果回放；次日起可用
费用调参,2025-11-18/均衡重采样,55633.428702,元,完整日因果回放；次日起可用
费用调参,2025-11-18/长窗宽核,63150.706117,元,完整日因果回放；次日起可用
费用调参,2025-11-19/短窗集中,53399.380315,元,完整日因果回放；次日起可用
费用调参,2025-11-19/均衡重采样,60831.089738,元,完整日因果回放；次日起可用
费用调参,2025-11-19/长窗宽核,71921.166645,元,完整日因果回放；次日起可用
费用调参,2025-11-20/短窗集中,52238.277147,元,完整日因果回放；次日起可用
费用调参,2025-11-20/均衡重采样,54689.022831,元,完整日因果回放；次日起可用
费用调参,2025-11-20/长窗宽核,61912.343365,元,完整日因果回放；次日起可用
费用调参,2025-11-21/短窗集中,19846.212647,元,完整日因果回放；次日起可用
费用调参,2025-11-21/均衡重采样,23645.675804,元,完整日因果回放；次日起可用
费用调参,2025-11-21/长窗宽核,26213.556222,元,完整日因果回放；次日起可用
费用调参,2025-11-22/短窗集中,20469.479808,元,完整日因果回放；次日起可用
费用调参,2025-11-22/均衡重采样,21900.862815,元,完整日因果回放；次日起可用
费用调参,2025-11-22/长窗宽核,27333.296308,元,完整日因果回放；次日起可用
费用调参,2025-11-23/短窗集中,55266.560827,元,完整日因果回放；次日起可用
费用调参,2025-11-23/均衡重采样,64107.062762,元,完整日因果回放；次日起可用
费用调参,2025-11-23/长窗宽核,73083.146902,元,完整日因果回放；次日起可用
费用调参,2025-11-24/短窗集中,52389.887379,元,完整日因果回放；次日起可用
费用调参,2025-11-24/均衡重采样,53979.837873,元,完整日因果回放；次日起可用
费用调参,2025-11-24/长窗宽核,63881.053949,元,完整日因果回放；次日起可用
费用调参,2025-11-25/短窗集中,52183.976754,元,完整日因果回放；次日起可用
费用调参,2025-11-25/均衡重采样,55056.888511,元,完整日因果回放；次日起可用
费用调参,2025-11-25/长窗宽核,67459.607007,元,完整日因果回放；次日起可用
费用调参,2025-11-26/短窗集中,53248.843512,元,完整日因果回放；次日起可用
费用调参,2025-11-26/均衡重采样,58390.019465,元,完整日因果回放；次日起可用
费用调参,2025-11-26/长窗宽核,63870.867601,元,完整日因果回放；次日起可用
费用调参,2025-11-27/短窗集中,53061.057655,元,完整日因果回放；次日起可用
费用调参,2025-11-27/均衡重采样,56283.222773,元,完整日因果回放；次日起可用
费用调参,2025-11-27/长窗宽核,63108.902501,元,完整日因果回放；次日起可用
费用调参,2025-11-28/短窗集中,21257.981746,元,完整日因果回放；次日起可用
费用调参,2025-11-28/均衡重采样,23938.148164,元,完整日因果回放；次日起可用
费用调参,2025-11-28/长窗宽核,26475.248451,元,完整日因果回放；次日起可用
费用调参,2025-11-29/短窗集中,23679.458672,元,完整日因果回放；次日起可用
费用调参,2025-11-29/均衡重采样,26763.275829,元,完整日因果回放；次日起可用
费用调参,2025-11-29/长窗宽核,31261.656674,元,完整日因果回放；次日起可用
费用调参,2025-11-30/短窗集中,59611.319429,元,完整日因果回放；次日起可用
费用调参,2025-11-30/均衡重采样,66023.815710,元,完整日因果回放；次日起可用
费用调参,2025-11-30/长窗宽核,72408.645252,元,完整日因果回放；次日起可用
费用调参,2025-12-01/短窗集中,73526.867382,元,完整日因果回放；次日起可用
费用调参,2025-12-01/均衡重采样,82921.438757,元,完整日因果回放；次日起可用
费用调参,2025-12-01/长窗宽核,87521.966973,元,完整日因果回放；次日起可用
费用调参,2025-12-02/短窗集中,68667.420618,元,完整日因果回放；次日起可用
费用调参,2025-12-02/均衡重采样,88828.362878,元,完整日因果回放；次日起可用
费用调参,2025-12-02/长窗宽核,96224.066920,元,完整日因果回放；次日起可用
费用调参,2025-12-03/短窗集中,62466.660205,元,完整日因果回放；次日起可用
费用调参,2025-12-03/均衡重采样,76259.914742,元,完整日因果回放；次日起可用
费用调参,2025-12-03/长窗宽核,91852.470241,元,完整日因果回放；次日起可用
费用调参,2025-12-04/短窗集中,61392.229413,元,完整日因果回放；次日起可用
费用调参,2025-12-04/均衡重采样,81115.157481,元,完整日因果回放；次日起可用
费用调参,2025-12-04/长窗宽核,89827.979999,元,完整日因果回放；次日起可用
费用调参,2025-12-05/短窗集中,36341.755553,元,完整日因果回放；次日起可用
费用调参,2025-12-05/均衡重采样,39188.918150,元,完整日因果回放；次日起可用
费用调参,2025-12-05/长窗宽核,45937.821213,元,完整日因果回放；次日起可用
费用调参,2025-12-06/短窗集中,27853.920134,元,完整日因果回放；次日起可用
费用调参,2025-12-06/均衡重采样,37642.883561,元,完整日因果回放；次日起可用
费用调参,2025-12-06/长窗宽核,45114.398916,元,完整日因果回放；次日起可用
费用调参,2025-12-07/短窗集中,61959.399562,元,完整日因果回放；次日起可用
费用调参,2025-12-07/均衡重采样,75202.655909,元,完整日因果回放；次日起可用
费用调参,2025-12-07/长窗宽核,86342.990902,元,完整日因果回放；次日起可用
费用调参,2025-12-08/短窗集中,60321.150008,元,完整日因果回放；次日起可用
费用调参,2025-12-08/均衡重采样,67671.972392,元,完整日因果回放；次日起可用
费用调参,2025-12-08/长窗宽核,84678.160329,元,完整日因果回放；次日起可用
费用调参,2025-12-09/短窗集中,60891.821623,元,完整日因果回放；次日起可用
费用调参,2025-12-09/均衡重采样,66995.715749,元,完整日因果回放；次日起可用
费用调参,2025-12-09/长窗宽核,84704.003414,元,完整日因果回放；次日起可用
费用调参,2025-12-10/短窗集中,60712.204051,元,完整日因果回放；次日起可用
费用调参,2025-12-10/均衡重采样,65502.897191,元,完整日因果回放；次日起可用
费用调参,2025-12-10/长窗宽核,86330.477152,元,完整日因果回放；次日起可用
费用调参,2025-12-11/短窗集中,60317.415129,元,完整日因果回放；次日起可用
费用调参,2025-12-11/均衡重采样,63949.859725,元,完整日因果回放；次日起可用
费用调参,2025-12-11/长窗宽核,78134.505430,元,完整日因果回放；次日起可用
费用调参,2025-12-12/短窗集中,27103.725364,元,完整日因果回放；次日起可用
费用调参,2025-12-12/均衡重采样,29273.347404,元,完整日因果回放；次日起可用
费用调参,2025-12-12/长窗宽核,44963.701446,元,完整日因果回放；次日起可用
费用调参,2025-12-13/短窗集中,26096.997546,元,完整日因果回放；次日起可用
费用调参,2025-12-13/均衡重采样,28398.760378,元,完整日因果回放；次日起可用
费用调参,2025-12-13/长窗宽核,41701.909563,元,完整日因果回放；次日起可用
费用调参,2025-12-14/短窗集中,62801.585077,元,完整日因果回放；次日起可用
费用调参,2025-12-14/均衡重采样,67388.735360,元,完整日因果回放；次日起可用
费用调参,2025-12-14/长窗宽核,81689.772568,元,完整日因果回放；次日起可用
费用调参,2025-12-15/短窗集中,64099.367401,元,完整日因果回放；次日起可用
费用调参,2025-12-15/均衡重采样,67818.673625,元,完整日因果回放；次日起可用
费用调参,2025-12-15/长窗宽核,80029.888847,元,完整日因果回放；次日起可用
费用调参,2025-12-16/短窗集中,62043.118996,元,完整日因果回放；次日起可用
费用调参,2025-12-16/均衡重采样,67659.848307,元,完整日因果回放；次日起可用
费用调参,2025-12-16/长窗宽核,83730.612752,元,完整日因果回放；次日起可用
费用调参,2025-12-17/短窗集中,60957.391037,元,完整日因果回放；次日起可用
费用调参,2025-12-17/均衡重采样,63401.361746,元,完整日因果回放；次日起可用
费用调参,2025-12-17/长窗宽核,68102.345606,元,完整日因果回放；次日起可用
费用调参,2025-12-18/短窗集中,60988.491662,元,完整日因果回放；次日起可用
费用调参,2025-12-18/均衡重采样,66286.185291,元,完整日因果回放；次日起可用
费用调参,2025-12-18/长窗宽核,70491.113777,元,完整日因果回放；次日起可用
费用调参,2025-12-19/短窗集中,25927.047336,元,完整日因果回放；次日起可用
费用调参,2025-12-19/均衡重采样,28052.627474,元,完整日因果回放；次日起可用
费用调参,2025-12-19/长窗宽核,40366.233030,元,完整日因果回放；次日起可用
费用调参,2025-12-20/短窗集中,26750.716706,元,完整日因果回放；次日起可用
费用调参,2025-12-20/均衡重采样,28661.478776,元,完整日因果回放；次日起可用
费用调参,2025-12-20/长窗宽核,32935.642777,元,完整日因果回放；次日起可用
费用调参,2025-12-21/短窗集中,61458.783622,元,完整日因果回放；次日起可用
费用调参,2025-12-21/均衡重采样,66772.574435,元,完整日因果回放；次日起可用
费用调参,2025-12-21/长窗宽核,68863.391111,元,完整日因果回放；次日起可用
费用调参,2025-12-22/短窗集中,62205.605090,元,完整日因果回放；次日起可用
费用调参,2025-12-22/均衡重采样,64166.449065,元,完整日因果回放；次日起可用
费用调参,2025-12-22/长窗宽核,69779.605763,元,完整日因果回放；次日起可用
费用调参,2025-12-23/短窗集中,60731.095524,元,完整日因果回放；次日起可用
费用调参,2025-12-23/均衡重采样,62700.220803,元,完整日因果回放；次日起可用
费用调参,2025-12-23/长窗宽核,66577.312675,元,完整日因果回放；次日起可用
费用调参,2025-12-24/短窗集中,61849.457842,元,完整日因果回放；次日起可用
费用调参,2025-12-24/均衡重采样,63205.982548,元,完整日因果回放；次日起可用
费用调参,2025-12-24/长窗宽核,69402.907204,元,完整日因果回放；次日起可用
费用调参,2025-12-25/短窗集中,60497.268617,元,完整日因果回放；次日起可用
费用调参,2025-12-25/均衡重采样,62860.340735,元,完整日因果回放；次日起可用
费用调参,2025-12-25/长窗宽核,66202.736123,元,完整日因果回放；次日起可用
费用调参,2025-12-26/短窗集中,25848.892288,元,完整日因果回放；次日起可用
费用调参,2025-12-26/均衡重采样,27762.508777,元,完整日因果回放；次日起可用
费用调参,2025-12-26/长窗宽核,29583.977217,元,完整日因果回放；次日起可用
费用调参,2025-12-27/短窗集中,25561.337567,元,完整日因果回放；次日起可用
费用调参,2025-12-27/均衡重采样,26753.144349,元,完整日因果回放；次日起可用
费用调参,2025-12-27/长窗宽核,29334.815140,元,完整日因果回放；次日起可用
费用调参,2025-12-28/短窗集中,60532.540787,元,完整日因果回放；次日起可用
费用调参,2025-12-28/均衡重采样,62132.800673,元,完整日因果回放；次日起可用
费用调参,2025-12-28/长窗宽核,67380.051450,元,完整日因果回放；次日起可用
费用调参,2025-12-29/短窗集中,60032.949562,元,完整日因果回放；次日起可用
费用调参,2025-12-29/均衡重采样,62124.620557,元,完整日因果回放；次日起可用
费用调参,2025-12-29/长窗宽核,65500.740659,元,完整日因果回放；次日起可用
费用调参,2025-12-30/短窗集中,60619.679576,元,完整日因果回放；次日起可用
费用调参,2025-12-30/均衡重采样,62307.044598,元,完整日因果回放；次日起可用
费用调参,2025-12-30/长窗宽核,65969.295662,元,完整日因果回放；次日起可用
费用调参,2025-12-31/短窗集中,62605.627674,元,完整日因果回放；次日起可用
费用调参,2025-12-31/均衡重采样,65356.661281,元,完整日因果回放；次日起可用
费用调参,2025-12-31/长窗宽核,66424.508173,元,完整日因果回放；次日起可用
